,Time,Metric
0.1,107.13187980651855,0.8151120294393729
0.2,110.01737666130066,0.8195040292390559
0.3,111.67847084999084,0.8218352334288358
0.4,114.07006406784058,0.8210573471399619
0.5,120.1914451122284,0.8174506223480061
0.6,130.82177305221558,0.8197557065504634
0.7,126.03395128250122,0.8191367109139892
0.8,136.07611083984375,0.8203594755807146
0.9,138.66784071922302,0.8187512767614832
1.0,144.90968441963196,0.8183373866744305
