,Time,Metric
0.1,106.52712798118591,
0.2,203.0396454334259,
0.3,242.61319184303284,
0.4,312.76893496513367,
0.5,351.06963205337524,
0.6,371.5358839035034,
0.7,456.9247965812683,
0.8,452.4203007221222,
0.9,487.53648018836975,
1.0,540.4554026126862,
