,Time,Metric
0.1,139.00357580184937,0.804813010351782
0.2,154.40158343315125,0.8154998455901507
0.3,158.06219148635864,0.8078021724987764
0.4,181.4337601661682,0.8067368572185275
0.5,211.4625949859619,0.8043145075901041
0.6,218.68907189369202,0.8070207802086002
0.7,228.04425930976868,0.806492175608229
0.8,246.72122240066528,0.8054621095120896
0.9,267.1539816856384,0.8042732275259082
1.0,279.0310561656952,0.8032376158098965
