,Time,Metric
0.1,1.0086541175842285,
0.2,2.181875705718994,
0.3,3.315666913986206,
0.4,4.3873610496521,
0.5,3.910090923309326,
0.6,7.189364433288574,
0.7,6.380413770675659,
0.8,8.560649394989014,
0.9,9.469146013259888,
1.0,8.998127222061157,
