,Time,Metric
0.1,1.2320852279663086,
0.2,2.449437141418457,
0.3,3.2872731685638428,
0.4,4.160694599151611,
0.5,4.0778796672821045,
0.6,7.292481899261475,
0.7,6.677386283874512,
0.8,8.229593276977539,
0.9,9.156158685684204,
1.0,9.519452571868896,
